-12.2,0,-0.5,-16.5,-15.8,0
-12.1,1.999,-1,-18.8,-15.8,0
-12.1,0.699,-1,-24,-20,0
-12.1,2,-1,-19.7,-15.8,0
-12.1,-7.99,-10,-24.9,-23,2
-12.1,0.9,-3,-23,-19,0
-12.1,0,-0.5,-16.5,-15.8,0
-12,0.699,-1,-24,-20,0
-12,0,-1,-16.8,-15.8,0
-12,0.699,-1,-23.9,-20,0
-12,0.9,-3,-23,-19,0
-11.9,0.7,-1,-23.9,-20,0
-11.9,2,-1,-19.7,-15.8,0
-11.9,0.9,-3,-23,-19,0
-11.8,-4,-5.99,-30,-27.9,0
-11.8,2,-1,-19.7,-15.8,0
-11.7,0.999,0,-24,-23,0
-11.7,-1.99,-2.99,-30,-28.8,0
-11.7,0.9,-3,-23,-19,0
-11.6,2,0.999,-23,-22,0
-11.6,-7.99,-10,-24.9,-23,2
-11.6,0.7,-1,-23.9,-20,0
-11.6,0,-1,-23.9,-23,0
-11.6,-1.99,-2.99,-23,-23,0
-11.5,0.9,-3,-23,-19,0
-11.5,3.9,-6.7,-24.5,-24.3,0
-11.4,0.999,-2.99,-23,-18.9,0
-11.3,-7,-7.5,-23,-22,0
-11.3,1.999,-1,-18.8,-15.8,0
-11.3,0.7,-1,-23.9,-20,0
-11.3,3.499,0.499,-18.3,-14.4,0
-11.3,0,-1,-16.8,-15.8,0
-11.3,-1.99,-2.99,-30,-28.8,0
-11.3,0.9,-3,-23,-19,0
-11.3,0,-0.5,-16.5,-15.8,0
-11.2,0.999,-2.99,-23,-18.9,0
-11.1,2,-1,-19.7,-15.8,0
-11.1,-1.99,-2.99,-23,-23,0
-11.1,0.999,-2.99,-23,-18.9,0
-11.1,0.9,-3,-23,-19,0
-11,0,-2.99,-23,-19,0
-11,0,-1,-16.8,-15.8,0
-11,0.9,-3,-23,-19,0
-10.9,0.999,0,-24,-23,0
-10.9,0.999,-2.99,-23,-18.9,0
-10.9,2,-1,-19.7,-15.8,0
-10.9,0,-0.5,-16.5,-15.8,0
-10.9,0.9,0.4,-15,-14.4,0
-10.8,-4,-5.99,-30,-27.9,0
-10.8,0.035,0.035,-40,-40,0
-10.8,0,-1,-16.8,-15.8,0
-10.8,0.999,-2.99,-23,-18.9,0
-10.7,0.999,-2.99,-23,-18.9,0
-10.7,3.499,0.499,-18.3,-14.4,0
-10.7,3.9,-6.7,-24.5,-24.3,0
-10.6,0.999,-2.99,-23,-18.9,0
-10.6,4.9,-3,-24,-23,0
-10.6,1.999,-1,-18.8,-15.8,0
-10.6,0,-1,-16.8,-15.8,0
-10.6,0.999,0,-24,-23,0
-10.6,0.699,-1,-23.9,-20,0
-10.6,0,-0.5,-16.5,-15.8,0
-10.6,0.9,-3,-23,-19,0
-10.5,0.999,-2.99,-23,-18.9,0
-10.5,-7,-7.5,-23,-22,0
-10.5,0.999,0,-24,-23,0
-10.5,0.7,-1,-23.9,-20,0
-10.5,1.999,-1,-18.8,-15.8,0
-10.5,-7.99,-10,-24.9,-23,4
-10.5,0,-1,-16.8,-15.8,0
-10.5,3,0,-23,-21,0
-10.5,-2,-3,-30,-28.8,0
-10.4,-1,-1.5,-16.9,-16,0
-10.4,0.7,-1,-23.9,-20,0
-10.4,0.999,-2.99,-23,-18.9,0
-10.4,2,0.999,-23,-22,0
-10.4,0,-1,-16.8,-15.8,0
-10.4,-3,-3,-19.5,-19,0
-10.3,2,0.999,-23,-22,0
-10.3,2,-1,-19.7,-15.8,0
-10.3,0,-1,-16.8,-15.8,0
-10.3,0,-2.99,-23,-19,0
-10.3,2,0,-18.8,-16.8,0
-10.2,0.999,-2.99,-23,-18.9,0
-10.2,2,0.999,-23,-22,0
-10.2,0.699,-1,-24,-20,0
-10.2,4.9,-3,-24,-23,0
-10.2,0.9,-3,-23,-19,0
-10.1,0.999,-2.99,-23,-18.9,0
-10.1,3.499,0.499,-18.3,-14.4,0
-10.1,0.699,-1,-24,-20,0
-10.1,0.9,-3,-23,-19,0
-10.1,-3,-6,-23.1,-20,0
-10,1,0,0,-20,0
-10,0,-2.99,-23,-19,0
-10,0.999,-2.99,-23,-18.9,0
-10,4.9,-3,-24,-23,0
-10,0.9,-3,-23,-19,0
-10.3,0.9,-3,-23,-19,0
-10,0.9,-3.2,-23,-19,0
-10,1,-3,-23,-19,0
-9.99,0.499,0,-14.4,-13.4,0
-9.97,2,-1,-19.7,-15.8,0
-9.93,0.035,0.035,-40,-40,0
-9.92,0.999,-2.99,-23,-18.9,0
-9.92,-1.99,-2.99,-23,-23,0
-9.91,1.999,-1,-18.8,-15.8,0
-9.9,2,-1,-19.7,-15.8,0
-9.9,4.9,-3,-24,-23,0
-9.88,0,-1,-16.8,-15.8,0
-9.86,-1,-1.5,-15.8,-14.8,0
-9.83,0.7,-1,-23.9,-20,0
-9.8,0.999,-2.99,-23,-18.9,0
-9.8,0,-0.5,-16.5,-15.8,0
-9.8,-3,-3,-19.5,-19,0
-9.75,-1.99,-2.99,-23,-23,0
-9.74,3,2,-30,-28.8,0
-9.71,0,-1,-23.9,-23,0
-9.7,2,1,-24.1,-23,0
-9.69,0,-1,-16.8,-15.8,0
-9.68,0.999,-2.99,-23,-18.9,0
-9.64,-7,-7.5,-23,-22,4
-9.62,0.999,-2.99,-23,-18.9,0
-9.6,-1.99,-2.99,-23,-23,0
-9.6,-2,-3,-30,-28.8,0
-9.6,0,-0.5,-16.5,-15.8,0
-9.6,-7,-7.5,-23,-22,4
-9.57,0,-1,-16.8,-15.8,0
-9.54,2,0.999,-23,-22,0
-9.53,0.699,-1,-23.9,-20,0
-9.51,-1,-1.5,-15.8,-14.8,0
-9.51,-4,-7,-27.2,-24,2
-9.5,4.9,-3,-24,-23,0
-9.5,0.9,-3,-23,-19,0
-9.46,0.999,0,-24,-23,0
-9.46,-1.99,-2.99,-23,-23,0
-9.44,2,0.999,-23,-22,0
-9.43,0,-1,-16.8,-15.8,0
-9.4,0.9,-3,-23,-19,0
-9.36,2,-1,-19.7,-15.8,0
-9.35,0.999,-2.99,-23,-18.9,0
-9.34,0,-2.99,-23,-19,0
-9.31,-1.99,-2.99,-23,-23,0
-9.27,0.999,-2.99,-23,-18.9,0
-9.26,2,0.999,-23,-22,0
-9.24,0.699,-1,-24,-20,0
-9.2,0.9,-3,-23,-19,0
-9.2,-3,-3,-19.5,-19,0
-9.19,0.999,-2.99,-23,-18.9,0
-9.18,0.999,-2.99,-23,-18.9,0
-9.14,0.699,-1,-24,-20,0
-9.13,0,-1,-16.8,-15.8,0
-9.12,1.999,-1,-18.8,-15.8,0
-9.1,0,-1,-16.8,-15.8,0
-9.1,0.9,-3,-23,-19,0
-9.06,0.999,-2.99,-23,-18.9,0
-9.04,0.699,-1,-24,-20,0
-9,0.9,-3,-23,-19,0
-9,0.499,0,-14.4,-13.4,0
-9,0,-2.99,-23,-19,0
-9,0,-0.5,-16.5,-15.8,0
-8.97,2,0.999,-23,-22,0
-8.94,0.699,-1,-24,-20,0
-8.93,0.699,-1,-23.9,-20,0
-8.9,0.9,0.4,-15,-14.4,0
-8.9,0,-0.5,-16.5,-15.8,0
-8.9,0.9,-3,-23,-19,0
-8.89,2,0.999,-23,-22,0
-8.86,0.999,-2.99,-23,-18.9,0
-8.83,-1.99,-2.99,-30,-28.8,0
-8.82,0.999,-2.99,-23,-18.9,0
-8.8,0,-0.5,-16.5,-15.8,0
-8.8,0.9,0.4,-15,-14.4,0
-8.8,0.9,-3,-23,-19,0
-8.8,4.9,-3,-24,-23,0
-8.76,-1,-1.5,-15.8,-14.8,0
-8.76,0.7,-1,-24,-20,0
-8.76,0.999,-2.99,-23,-18.9,0
-8.72,2,0.999,-23,-22,0
-8.71,1.999,-1,-18.8,-15.8,0
-8.69,0.999,-2.99,-23,-18.9,0
-8.69,-1.99,-2.99,-30,-28.8,0
-8.66,1.999,-1,-18.8,-15.8,0
-8.63,0.035,0.035,-40,-40,0
-8.62,0.999,-2.99,-23,-18.9,0
-8.6,0.9,-3,-23,-19,0
-8.6,1,0.5,-18.8,-16.8,0
-8.57,0.999,0,-24,-23,0
-8.57,3.499,0.499,-18.3,-14.4,0
-8.56,0.999,-2.99,-23,-18.9,0
-8.56,0.7,-1,-23.9,-20,0
-8.56,-1.99,-2.99,-23,-23,0
-8.5,4.9,-3,-24,-23,0
-8.5,2,1,-23,-22,0
-8.48,2,0.999,-23,-22,0
-8.34,1.999,-1,-18.8,-15.8,0
-8.3,0.9,-3,-23,-19,0
-8.3,-3,-3,-19.5,-19,0
-8.27,2,0.999,-23,-22,0
-8.27,0.999,-2.99,-23,-18.9,0
-8.23,0,-1,-16.9,-16,0
-8.23,0.035,0.035,-40,-40,0
-8.21,0.7,-1,-24,-20,0
-8.2,0.9,-3,-23,-19,0
-8.2,0.999,-2.99,-23,-18.9,0
-8.19,0.999,-2.99,-23,-18.9,0
-8.15,0,-2.99,-23,-19,0
-8.13,0.999,-2.99,-23,-18.9,0
-8.13,2,0.999,-23,-22,0
-8.1,0,-0.5,-16.5,-15.8,0
-8.1,0.699,-1,-23.9,-20,0
-8.1,0.9,-3,-23,-19,0
-8.1,2,0,-18.8,-16.8,0
-8.1,4.9,-3,-24,-23,0
-8.09,0.7,-1,-23.9,-20,0
-8.08,0,-2.99,-22.9,-16.9,0
-8.07,0,-2.99,-23,-19,0
-8.07,1.999,-1,-18.8,-15.8,0
-8.06,2,0.999,-23,-22,0
-8.02,0,-2.99,-23,-19,0
-8,0.9,-3,-23,-19,0
-8,4.9,-3,-24,-23,0
-8,2,0.999,-23,-22,0
-8,2,-1,-19.7,-15.8,0
-8,0,-0.5,-16.5,-15.8,0
-7.99,0.699,-1,-24,-20,0
-7.97,0,-1,-16.8,-15.8,0
-7.94,0.699,-1,-23.9,-20,0
-7.93,0.999,-2.99,-23,-18.9,0
-7.92,0.999,0,-24,-23,0
-7.91,-1,-1.5,-15.8,-14.8,0
-7.9,3.9,-6.7,-24.5,-24.3,2
-7.9,0.9,-3,-23,-19,0
-7.89,1.999,-1,-18.8,-15.8,0
-7.89,0,-1,-16.8,-15.8,0
-7.89,0.7,-1,-24,-20,0
-7.88,0.999,-2.99,-23,-18.9,0
-7.85,-1,-1.5,-15.8,-14.8,0
-7.8,0,-0.5,-16.5,-15.8,0
-7.8,0.7,-1,-23.9,-20,0
-7.8,0.9,-3,-23,-19,0
-7.8,0,-1,-17,-16,0
-7.74,0.999,0,-24,-23,0
-7.74,0.999,-2.99,-23,-18.9,0
-7.74,3.499,0.499,-18.3,-14.4,0
-7.7,0.9,-3,-23,-19,0
-7.7,0.9,0.4,-15,-14.4,0
-7.7,4.9,-3,-24,-23,0
-7.7,0.5,0,-14.1,-13.4,0
-7.68,0.999,-2.99,-23,-18.9,0
-7.68,0.699,-1,-24,-20,0
-7.65,0,-1,-16.8,-15.8,0
-7.64,3.499,0.499,-17.4,-14.4,0
-7.62,0.999,-2.99,-23,-18.9,0
-7.62,-1,-1.5,-15.8,-14.8,0
-7.6,4.9,-3,-24,-23,0
-7.6,0.9,-3,-23,-19,0
-7.6,2,1,-23,-22,0
-7.6,-3,-6,-20,-17,2
-7.59,0.999,-2.99,-23,-18.9,0
-7.58,0.699,-1,-23.9,-20,0
-7.56,0.999,-2.99,-23,-18.9,0
-7.56,2,0.999,-23,-22,0
-7.54,0.7,-1,-24,-20,0
-7.51,0,-1,-16.8,-15.8,0
-7.5,0.999,-2.99,-23,-18.9,0
-7.5,0.9,-3,-23,-19,0
-7.5,-3,-3,-19.5,-19,0
-7.5,2,1,-23,-22,0
-7.45,0.999,0,-24,-23,0
-7.44,0.699,-1,-24,-20,0
-7.44,3.499,0.499,-17.4,-14.4,0
-7.4,-2,-3,-30,-28.8,0
-7.4,0.9,-3,-23,-19,0
-7.4,0.9,0.4,-15,-14.4,0
-7.38,-1,-1.5,-15.8,-14.8,0
-7.38,0.999,-2.99,-23,-18.9,0
-7.36,0.999,-2.99,-23,-18.9,0
-7.32,0.999,0,-24,-23,0
-7.32,0.7,-1,-23.9,-20,0
-7.31,0.7,-1,-23.9,-20,0
-7.3,0.9,-3,-23,-19,0
-7.3,4.9,-3,-24,-23,0
-7.3,0.9,0.4,-15,-14.4,0
-7.26,1.999,-1,-18.8,-15.8,0
-7.21,0.7,-1,-23.9,-20,0
-7.2,3.499,0.499,-18.3,-14.4,0
-7.2,0.9,0.4,-15,-14.4,0
-7.2,0.9,-3,-23,-19,0
-7.2,2,0,-18.8,-16.8,0
-7.2,0,-0.5,-16.5,-15.8,0
-7.11,0.999,-2.99,-23.1,-18.9,0
-7.11,0.999,-2.99,-23,-18.9,0
-7.1,1.999,-1,-18.8,-15.8,0
-7.1,-2,-3,-30,-28.8,0
-7.1,0.9,-3,-23,-19,0
-7.1,0.699,-1,-24,-20,0
-7.1,0.499,0,-14.4,-13.4,0
-7.08,0.699,-1,-23.9,-20,0
-7.05,0.999,-2.99,-23,-18.9,0
-7.01,0.999,0,-24,-23,0
-7.2,4.9,-3,-24,-23,0
-6.98,0.499,0,-14.4,-13.4,0
-6.97,0.699,-1,-23.9,-20,0
-6.91,0,-2.99,-23,-19,0
-6.91,0.7,-1,-24,-20,0
-6.9,-7,-7.5,-23,-22,6
-6.9,0.9,-3,-23,-19,0
-6.9,0.9,0.4,-15,-14.4,0
-6.9,4.9,-3,-24,-23,0
-6.89,-1.99,-2.99,-30,-28.8,0
-6.88,0.499,0,-14.4,-13.4,0
-6.84,1.999,-1,-18.8,-15.8,0
-6.83,0.499,0,-14.4,-13.4,0
-6.83,1.999,-1,-18.8,-15.8,0
-6.82,-1,-1.5,-16.9,-16,0
-6.8,4.9,-3,-24,-23,0
-6.8,0.9,-3,-23,-19,0
-6.8,0,-0.5,-16.5,-15.8,0
-6.8,0.9,0.4,-15,-14.4,0
-6.75,0.999,0,-24,-23,0
-6.73,0.999,0,-24,-23,0
-6.71,0.999,0,-24,-23,0
-6.71,-2.99,-4,-30.9,-23.9,2
-6.7,4.9,-3,-24,-23,0
-6.7,0.9,-3,-23,-19,0
-6.69,1.999,-1,-18.8,-15.8,0
-6.66,0,-2.99,-22.9,-16.9,0
-6.65,0.7,-1,-24,-20,0
-6.65,0.999,-2.99,-23,-18.9,0
-6.65,3.499,0.499,-17.4,-14.4,0
-6.63,0.499,0,-14.4,-13.4,0
-6.62,0.7,-1,-23.9,-20,0
-6.61,0.999,-2.99,-23,-18.9,0
-6.6,0.999,-2.99,-23,-18.9,0
-6.6,0.9,-3.1,-23,-19,0
-6.6,0.9,-3,-23.2,-19,0
-6.6,0.9,-3,-23,-19.3,0
-6.67,0.9,-3,-23,-19,0
-6.6,0.93,-3,-23.7,-19,0
-6.6,0,-0.5,-16.5,-15.8,0
-6.6,4.9,-3,-24,-23,0
-6.56,0.7,-1,-24,-20,0
-6.56,0.999,0,-24,-23,0
-6.54,0.999,0,-24,-23,0
-6.5,0.9,-3,-23,-19,0
-6.5,0,-0.5,-16.5,-15.8,0
-6.5,0.9,0.4,-15,-14.4,0
-6.48,3.499,0.499,-17.4,-14.4,0
-6.46,0.7,-1,-24,-20,0
-6.46,0.7,-1,-23.9,-20,0
-6.45,0.999,0,-24,-23,0
-6.43,0,-2.99,-22.9,-16.9,0
-6.42,2,-1,-19.7,-15.8,0
-6.42,0,-1,-16.8,-15.8,0
-6.42,2,0.999,-23,-22,0
-6.4,0.9,-3,-23,-19,0
-6.4,0.9,0.4,-15,-14.4,0
-6.37,0.999,-2.99,-23,-18.9,0
-6.36,0.035,0.035,-40,-40,0
-6.35,3.499,0.499,-17.4,-14.4,0
-6.34,0.999,0,-24,-23,0
-6.32,0,-2.99,-23,-19,0
-6.3,0.9,-3,-23,-19,0
-6.24,0.999,-2.99,-23,-18.9,0
-6.2,0.9,0.4,-15,-14.4,0
-6.2,-1,-1.5,-15.8,-14.8,0
-6.2,0,-1,-16.8,-15.8,0
-6.2,0,-0.5,-16.5,-15.8,0
-6.2,0.9,-3,-23,-19,0
-6.2,4.9,-3,-24,-23,0
-6.19,0.999,-2.99,-23,-18.9,0
-6.18,0.7,-1,-23.9,-20,0
-6.17,0.999,0,-24,-23,0
-6.15,0,-2.99,-22.9,-16.9,0
-6.14,-7,-7.5,-23,-22,6
-6.14,0,-2.99,-23,-19,0
-6.12,0.999,-2.99,-23,-18.9,0
-6.12,3.502,0.499,-17.3,-14.4,0
-6.12,3.499,0.499,-18.3,-14.4,0
-6.11,0.999,-2.99,-23,-18.9,0
-6.1,2,0,-18.8,-16.8,0
-6.1,0,-1,-17,-16,0
-6.05,0.999,-2.99,-23,-18.9,0
-6.03,0.699,-1,-23.9,-20,0
-6.02,0.999,-2.99,-23,-18.9,0
-6.01,0.999,0,-24,-23,0
-6,1.999,-1,-18.8,-15.8,0
-6,2,-1,-19.7,-15.8,0
-6,0.9,-3,-23,-19,0
-6,-3,-3,-19.5,-19,0
-5.98,0.999,-2.99,-23,-18.9,2
-5.97,0,-2.99,-22.9,-16.9,2
-5.97,1.999,-1,-18.8,-15.8,0
-5.97,0.499,0,-14.4,-13.4,0
-5.94,2,0.999,-23,-22,0
-5.94,0.999,-2.99,-23,-18.9,2
-5.92,0.999,0,-24,-23,0
-5.91,-1,-1.5,-15.8,-14.8,0
-5.9,0.9,-3,-23,-19,2
-5.9,0.999,-2.99,-23,-18.9,2
-5.9,4.9,-3,-24,-23,2
-5.89,2,-1,-19.7,-15.8,0
-5.87,0,-1,-16.8,-15.8,0
-5.86,0.999,-2.99,-23,-18.9,2
-5.86,0.7,-1,-23.9,-20,0
-5.85,-1,-1.5,-15.8,-14.8,0
-5.84,-1,-1.5,-15.8,-14.8,0
-5.81,0.699,-1,-24,-20,0
-5.8,0.9,0.4,-15,-14.4,0
-5.8,0.9,-3,-23,-19,2
-5.8,0,-0.5,-16.5,-15.8,0
-5.8,2,1,-24.1,-23,0
-5.78,0.999,-2.99,-23,-18.9,2
-5.77,-1,-1.5,-16.9,-16,0
-5.73,3.499,0.499,-17.4,-14.4,0
-5.73,1.999,-1,-18.8,-15.8,0
-5.71,-1,-1.5,-15.8,-14.8,0
-5.7,0.9,-3,-23,-19,2
-5.7,4.9,-3,-24,-23,2
-5.7,0.499,0,-14.4,-13.4,0
-5.67,1.999,-1,-18.8,-15.8,0
-5.61,0.7,-1,-24,-20,0
-5.59,0.999,0,-24,-23,0
-5.59,1.999,-1,-18.8,-15.8,0
-5.55,0.999,-2.99,-23,-18.9,2
-5.53,0.7,-1,-24,-20,0
-5.52,0.999,-2.99,-23,-18.9,2
-5.52,0,-1,-23.9,-23,0
-5.5,0.9,-3,-23,-19,2
-5.48,0.699,-1,-23.9,-20,0
-5.47,0.999,-2.99,-23,-18.9,2
-5.45,0.699,-1,-24,-20,0
-5.42,1.999,-1,-18.8,-15.8,0
-5.4,-1.99,-2.99,-30,-28.8,2
-5.39,0.7,-1,-24,-20,0
-5.31,0.7,-1,-24,-20,0
-5.3,0.9,0.4,-15,-14.4,0
-5.3,-3,-3,-19.5,-19,4
-5.26,0.999,-2.99,-23,-18.9,2
-5.22,0,-1,-16.9,-16,0
-5.22,0.999,-2.99,-23,-18.9,2
-5.2,4.9,-3,-24,-23,2
-5.19,0.999,-2.99,-23,-18.9,2
-5.15,1.999,0,-18.8,-16.8,0
-5.13,0.699,-1,-23.9,-20,0
-5.12,0.999,-2.99,-23,-18.9,2
-5.11,0.699,-1,-24,-20,0
-5.1,0.7,-1,-24,-20,0
-5.1,0.999,0,-24,-23,0
-5.1,0.9,-3,-23,-19,2
-5.1,2,-1,-18.8,-15.8,0
-5.06,0,-2.99,-22.9,-16.9,2
-5.05,0.999,-2.99,-23,-18.9,2
-5.03,0.699,-1,-24,-20,0
-5.01,-1,-1.5,-15.8,-14.8,0
-5,4.9,-3,-24,-23,2
-5,0,-0.5,-16.5,-15.8,0
-5,0.9,-3,-23,-19,2
-4.99,0.999,-2.99,-23,-18.9,2
-4.99,3.499,0.499,-18.3,-14.4,0
-4.95,0.999,-2.99,-23,-18.9,2
-4.92,0.699,-1,-23.9,-20,0
-4.92,2,0.999,-23,-22,0
-4.88,0.499,0,-14.4,-13.4,0
-4.87,1.999,-1,-18.8,-15.8,0
-4.83,0.499,0,-14.4,-13.4,0
-4.8,1.999,-1,-18.8,-15.8,0
-4.8,-2,-3,-34,-34,4
-4.8,0.9,0.4,-15,-14.4,0
-4.8,0.9,-3,-23,-19,2
-4.79,0,-1,-16.8,-15.8,0
-4.79,0.999,-2.99,-23,-18.9,2
-4.78,0.999,0,-24,-23,0
