-7.8,0,-0.5,-15.8,-16.5,0
-5.7,0.9,-3,-19,-23,0
-9.2,0.9,0.4,-14.4,-15,0
-9.5,0,-0.5,-15.8,-16.5,0
-7.5,0.9,-3,-19,-23,0
-3.5,0.9,-3,-19,-23,0
-21.2,1,0,-20,-24,1
-6.51,3.502,0.499,-14.4,-17.3,0
-23.07,0.999,0,-23,-24,1
1,0.999,0,-23,-24,4
-6.3,3.499,0.499,-14.4,-17.4,0
-5.37,0.7,-1,-20,-23.9,0
-5.79,0.699,-1,-20,-24,0
-12.6,0.035,0.035,-40,-40,0
-8.42,-7,-7.5,-22,-23,0
-5.86,-1,-1.5,-14.8,-15.8,0
-10.7,0,-1,-15.8,-16.8,0
-0.43,0.999,-2.99,-18.9,-23,2
-14.1,0.999,-2.99,-18.9,-23,0
-10.9,2,-1,-15.8,-19.7,0
-18.7,-5,-7,-24.9,-26,0
-17.64,3.499,0.499,-14.4,-18.3,1
-3.8,3.499,0.499,-14.4,-18.3,0
-3.04,0.499,0,-13.4,-14.4,0
-16.9,-7,-7.5,-22,-23,0
-8.33,1.999,-1,-15.8,-18.8,0
-40,-1,-1.5,-14.8,-15.8,3
-3.99,0.7,-1,-20,-23.9,0
-5.37,0.7,-1,-20,-24,0
-16.2,2,-1,-15.8,-19.7,1
-40,0,-2.99,-19,-23,3
-11,2,-1,-15.8,-19.7,0
-2.92,0.499,0,-13.4,-14.4,0
-4.05,-1,-1.5,-14.8,-15.8,0
-4.02,0.499,0,-13.4,-14.4,0
-40,2,0.999,-22,-23,3
-7.5,0.999,-2.99,-18.9,-23,0
-4.92,2,0.999,-22,-23,0
-9.73,3,2,-28.8,-30,0
-7.16,0.999,-2.99,-18.9,-23,0
-29.3,-1.99,-2.99,-28.8,-30,1
-17.9,-1.99,-2.99,-28.8,-30,0
-5.94,0.999,0,-23,-24,0
-8.69,-1.99,-2.99,-28.8,-30,0
-4.72,0.499,0,-13.4,-14.4,0
-4.1,3.499,0.499,-14.4,-17.4,0
-4.76,0.499,0,-13.4,-14.4,0
-13.73,0.499,0,-13.4,-14.4,1
-3.17,3.499,0.499,-14.4,-18.3,0
-7.86,0,-1,-15.8,-16.8,0
-11.9,2,-1,-15.8,-19.7,0
-16.6,2,-1,-15.8,-19.7,1
2.1,2,-1,-15.8,-19.7,4
-0.04,3.499,0.499,-14.4,-18.3,0
-10,2,-1,-15.8,-19.7,0
-40,-5,-7,-24.9,-26,3
-3.85,3.499,0.499,-14.4,-18.3,0
-17.82,3.499,0.499,-14.4,-18.3,1
-40,0,-1,-15.8,-16.8,3
-3.2,2,-1,-15.8,-19.7,0
-3.11,3.499,0.499,-14.4,-18.3,0
-7.54,0,-1,-15.8,-16.8,0
